Id,Name,DisplayName,PlantName,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,Operator,LastUpdatedAt,Source,IAEAId,WnaUrl
220,LUFENG-5,Lufeng-5,Lufeng,22.745836,115.813581,China,CN,Under Construction,PWR,Hualong One,2022-09-08,,,1116,"Cgn Lufeng Nuclear Power Co., Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/lufeng-5
221,LUFENG-6,Lufeng-6,Lufeng,22.746336,115.813581,China,CN,Under Construction,PWR,Hualong One,2023-08-26,,,1116,"Cgn Lufeng Nuclear Power Co., Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/lufeng-6
222,NINGDE-1,Ningde-1,Ningde,27.0463,120.287,China,CN,Operational,PWR,CPR-1000,2008-02-18,2013-04-15,,1018,"Fujian Ningde Nuclear Power Company, Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ningde-1
223,NINGDE-2,Ningde-2,Ningde,27.0438,120.287,China,CN,Operational,PWR,CPR-1000,2008-11-12,2014-05-04,,1018,"Fujian Ningde Nuclear Power Company, Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ningde-2
224,NINGDE-3,Ningde-3,Ningde,27.0426,120.284,China,CN,Operational,PWR,CPR-1000,2010-01-08,2015-06-10,,1018,"Fujian Ningde Nuclear Power Company, Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ningde-3
225,NINGDE-4,Ningde-4,Ningde,27.0447,120.284,China,CN,Operational,PWR,CPR-1000,2010-09-29,2016-07-21,,1018,"Fujian Ningde Nuclear Power Company, Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ningde-4
226,NINGDE-5,Ningde-5,Ningde,27.04218,120.2824,China,CN,Under Construction,PWR,Hualong One,2024-07-28,,,1116,CGN,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ningde-5
227,NINGDE-6,Ningde-6,Ningde,27.04218,120.2824,China,CN,Under Construction,PWR,Hualong One,2025-12-16,,,1116,CGN,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ningde-6
228,QINSHAN-1,Qinshan-1,Qinshan I,30.4398,120.95,China,CN,Operational,PWR,CNP-300,1985-03-20,1994-04-01,,289,CNNC Nuclear Operation Management Co Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/qinshan-1
229,QINSHAN 2-1,Qinshan 2-1,Qinshan II,30.421,120.945,China,CN,Operational,PWR,CNP-600,1996-06-02,2002-04-15,,610,Cnnc Nuclear Operation Management Company Limited,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/qinshan-2-1
230,QINSHAN 2-2,Qinshan 2-2,Qinshan II,30.4208,120.946,China,CN,Operational,PWR,CNP-600,1997-04-01,2004-05-03,,610,Cnnc Nuclear Operation Management Company Limited,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/qinshan-2-2
231,QINSHAN 2-3,Qinshan 2-3,Qinshan II,30.4189,120.942,China,CN,Operational,PWR,CNP-600,2006-04-28,2010-10-05,,619,Cnnc Nuclear Operation Management Company Limited,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/qinshan-2-3
232,QINSHAN 2-4,Qinshan 2-4,Qinshan II,30.4186,120.943,China,CN,Operational,PWR,CNP-600,2007-01-28,2011-12-30,,619,Cnnc Nuclear Operation Management Company Limited,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/qinshan-2-4
233,QINSHAN 3-1,Qinshan 3-1,Qinshan III,30.436,120.961,China,CN,Operational,PHWR,CANDU 6,1998-06-08,2002-12-31,,677,Cnnc Nuclear Operation Management Company Limited,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/qinshan-3-1
234,QINSHAN 3-2,Qinshan 3-2,Qinshan III,30.4354,120.961,China,CN,Operational,PHWR,CANDU 6,1998-09-25,2003-07-24,,677,Cnnc Nuclear Operation Management Company Limited,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/qinshan-3-2
235,SANAO-1,San'ao 1,San'ao,27.201487,120.5179736,China,CN,Operational,PWR,Hualong One,2020-12-31,2026-03-12,,1117,CGN,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/san'ao-1
236,SANAO-2,San'ao 2,San'ao,27.201487,120.5179736,China,CN,Under Construction,PWR,Hualong One,2021-12-30,,,1117,CGN,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/san'ao-2
237,SANAO-3,San'ao 3,San'ao,27.201487,120.5179736,China,CN,Under Construction,PWR,Hualong One,2025-11-19,,,1117,CGN,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/san'ao-3
241,SANMEN-1,Sanmen-1,Sanmen,29.1011,121.642,China,CN,Operational,PWR,AP1000,2009-04-19,2018-09-21,,1157,"Sanmen Nuclear Power Co., Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/sanmen-1
242,SANMEN-2,Sanmen-2,Sanmen,29.1011,121.647,China,CN,Operational,PWR,AP1000,2009-12-15,2018-11-05,,1157,"Sanmen Nuclear Power Co., Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/sanmen-2
243,SANMEN-3,Sanmen-3,Sanmen,29.1011,121.652,China,CN,Under Construction,PWR,CAP1000,2022-06-28,,,1163,"Sanmen Nuclear Power Co., Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/sanmen-3
244,SANMEN-4,Sanmen-4,Sanmen,29.1011,121.657,China,CN,Under Construction,PWR,CAP1000,2023-03-22,,,1163,"Sanmen Nuclear Power Co., Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/sanmen-4
247,SHIDAOWAN-2,Shidaowan 2,Shidaowan,36.97515424,122.5268555,China,CN,Under Construction,PWR,Hualong One,2025-05-08,,,1134,,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/shidaowan-2
248,SHIDAOWAN-1A,Shidaowan Guohe One 1,Shidaowan,36.965598,122.516736,China,CN,Operational,PWR,CAP1400,2019-06-19,2024-10-31,,1400,SPIC,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/shidaowan-guohe-one-1
249,SHIDAOWAN-2A,Shidaowan Guohe One 2,Shidaowan,36.967493,122.518612,China,CN,Under Construction,PWR,CAP1400,2020-04-21,,,1400,SPIC,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/shidaowan-guohe-one-2
250,SHIDAO BAY-1,Shidaowan HTR-PM 1,Shidaowan,36.963213,122.518754,China,CN,Operational,HTGR,HTR-PM,2012-12-09,2023-12-05,,200,"Huaneng Shandong Shidao Bay Nuclear Power Company, Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/shidaowan-htr-pm-1
251,SHIDAOWAN-1,Shidaowan-1,Shidaowan,36.97678,122.5289,China,CN,Under Construction,PWR,Hualong One,2024-07-28,,,1134,"Huaneng Shandong Shidao Bay Nuclear Power Company, Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/shidaowan-1
254,TAIPINGLING-1,Taipingling-1,Taipingling,22.693,114.984,China,CN,Operational,PWR,Hualong One,2019-12-26,2026-02-13,,1116,"Cgn Huizhou Nuclear Power Co.,Ltd,",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/taipingling-1
255,TAIPINGLING-2,Taipingling-2,Taipingling,22.69360244,114.9854011,China,CN,Under Construction,PWR,Hualong One,2020-10-15,,,1116,"Cgn Huizhou Nuclear Power Co.,Ltd,",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/taipingling-2
256,TAIPINGLING-3,Taipingling-3,Taipingling,22.69607582,114.9869965,China,CN,Under Construction,PWR,Hualong One,2025-06-10,,,1116,"Cgn Huizhou Nuclear Power Co.,Ltd,",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/taipingling-3
258,TAISHAN-1,Taishan-1,Taishan,21.920635,112.977866,China,CN,Operational,PWR,EPR-1750,2009-11-18,2018-12-13,,1660,Guangdong Taishan Nuclear Power Joint Venture Co Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/taishan-1
259,TAISHAN-2,Taishan-2,Taishan,21.921134,112.981754,China,CN,Operational,PWR,EPR-1750,2010-04-15,2019-09-07,,1660,Guangdong Taishan Nuclear Power Joint Venture Co Ltd,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/taishan-2
262,TIANWAN-1,Tianwan-1,Tianwan,34.6898,119.456,China,CN,Operational,PWR,VVER V-428,1999-10-20,2007-05-17,,990,Jiangsu Nuclear Power Corporation,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tianwan-1
263,TIANWAN-2,Tianwan-2,Tianwan,34.6888,119.456,China,CN,Operational,PWR,VVER V-428,2000-09-20,2007-08-16,,990,Jiangsu Nuclear Power Corporation,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tianwan-2
264,TIANWAN-3,Tianwan-3,Tianwan,34.6868,119.456,China,CN,Operational,PWR,VVER V-428M,2012-12-27,2018-02-14,,1060,Jiangsu Nuclear Power Corporation,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tianwan-3
265,TIANWAN-4,Tianwan-4,Tianwan,34.6858,119.456,China,CN,Operational,PWR,VVER V-428M,2013-09-27,2018-12-22,,1060,Jiangsu Nuclear Power Corporation,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tianwan-4
266,TIANWAN-5,Tianwan-5,Tianwan,34.6848,119.456,China,CN,Operational,PWR,ACPR-1000,2015-12-27,2020-09-08,,1000,Jiangsu Nuclear Power Corporation,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tianwan-5
267,TIANWAN-6,Tianwan-6,Tianwan,34.6858,119.457,China,CN,Operational,PWR,ACPR-1000,2016-09-07,2021-06-02,,1000,Jiangsu Nuclear Power Corporation,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tianwan-6
268,TIANWAN-7,Tianwan-7,Tianwan,34.6838,119.458,China,CN,Under Construction,PWR,VVER V-491,2021-05-19,,,1100,Jiangsu Nuclear Power Corporation,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tianwan-7
269,TIANWAN-8,Tianwan-8,Tianwan,34.6838,119.459,China,CN,Under Construction,PWR,VVER V-491,2022-02-25,,,1100,Jiangsu Nuclear Power Corporation,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tianwan-8
274,XIAPU-2,Xiapu-2,Xiapu,26.803611,120.159,China,CN,Under Construction,FBR,CFR-600,2020-12-27,,,600,China National Nuclear Corporation,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/xiapu-2
279,XIN'AN HTR-PM 600-1,Xin'an HTR-PM 600-1,Xin'an,36.62338134,120.9617034,China,CN,Under Construction,HTGR,HTR-PM600,2024-06-10,,,600,CNNC,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/xin'an-htr-pm-600-1
280,XIN'AN HTR-PM 600-2,Xin'an HTR-PM 600-2,Xin'an,36.62216806,120.9613133,China,CN,Under Construction,HTGR,HTR-PM600,2024-12-09,,,600,CNNC,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/xin'an-htr-pm-600-2
283,XUDAPU-1,Xudabao 1,Xudapu,40.35570475,120.5537,China,CN,Under Construction,PWR,CAP1000,2023-11-03,,,1000,"Liaoning Nuclear Power Company, Lmt.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/xudabao-1
284,XUDAPU-2,Xudabao 2,Xudapu,40.3557,120.5537,China,CN,Under Construction,PWR,CAP1000,2024-07-17,,,1000,Liaoning Nuclear Power Co Lmt.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/xudabao-2
285,XUDAPU-3,Xudabao 3,Xudapu,40.35570475,120.5541857,China,CN,Under Construction,PWR,VVER V-491,2021-07-28,,,1200,"Liaoning Nuclear Power Company, Lmt.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/xudabao-3
286,XUDAPU-4,Xudabao 4,Xudapu,40.35570475,120.5591857,China,CN,Under Construction,PWR,VVER V-491,2022-05-19,,,1200,"Liaoning Nuclear Power Company, Lmt.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/xudabao-4
290,YANGJIANG-1,Yangjiang-1,Yangjiang,21.7064,112.256,China,CN,Operational,PWR,CPR-1000,2008-12-16,2014-03-25,,1021,Yangjiang Nuclear Power Company,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/yangjiang-1
291,YANGJIANG-2,Yangjiang-2,Yangjiang,21.7047,112.256,China,CN,Operational,PWR,CPR-1000,2009-06-04,2015-06-05,,1000,Yangjiang Nuclear Power Company,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/yangjiang-2
292,YANGJIANG-3,Yangjiang-3,Yangjiang,21.703,112.256,China,CN,Operational,PWR,CPR-1000,2010-11-15,2016-01-01,,1000,Yangjiang Nuclear Power Company,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/yangjiang-3
293,YANGJIANG-4,Yangjiang-4,Yangjiang,21.701,112.256,China,CN,Operational,PWR,CPR-1000,2012-11-17,2017-03-15,,1000,Yangjiang Nuclear Power Company,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/yangjiang-4
294,YANGJIANG-5,Yangjiang-5,Yangjiang,21.699,112.256,China,CN,Operational,PWR,ACPR-1000,2013-09-18,2018-07-12,,1021,Yangjiang Nuclear Power Company,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/yangjiang-5
295,YANGJIANG-6,Yangjiang-6,Yangjiang,21.699,112.259,China,CN,Operational,PWR,ACPR-1000,2013-12-23,2019-07-24,,1000,Yangjiang Nuclear Power Company,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/yangjiang-6
296,ZHANGZHOU-1,Zhangzhou-1,Zhangzhou,23.82817,117.493141,China,CN,Operational,PWR,Hualong One,2019-10-16,2025-01-01,,1126,"Cnnp Guodian Zhangzhou Energy Co.,Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/zhangzhou-1
297,ZHANGZHOU-2,Zhangzhou-2,Zhangzhou,23.82857,117.493141,China,CN,Operational,PWR,Hualong One,2020-09-04,2026-01-01,,1126,"Cnnp Guodian Zhangzhou Energy Co.,Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/zhangzhou-2
298,ZHANGZHOU-3,Zhangzhou-3,Zhangzhou,23.82917,117.493141,China,CN,Under Construction,PWR,Hualong One,2024-02-22,,,1126,"Cnnp Guodian Zhangzhou Energy Co.,Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/zhangzhou-3
299,ZHANGZHOU-4,Zhangzhou-4,Zhangzhou,23.82917,117.4931,China,CN,Under Construction,PWR,Hualong One,2024-09-27,,,1129,"Cnnp Guodian Zhangzhou Energy Co.,Ltd",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/zhangzhou-4
300,ZHAOYUAN 1,Zhaoyuan 1,Zhaoyuan,37.50875508,120.3508024,China,CN,Under Construction,PWR,Hualong One,2025-11-18,,,1116,CGN,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/zhaoyuan-1
308,DUKOVANY-1,Dukovany-1,Dukovany,49.0893,16.1491,Czechia,CZ,Operational,PWR,VVER V-213,1979-01-01,1985-05-03,,420,CEZ,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/dukovany-1
309,DUKOVANY-2,Dukovany-2,Dukovany,49.0889,16.1489,Czechia,CZ,Operational,PWR,VVER V-213,1979-01-01,1986-03-21,,420,CEZ,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/dukovany-2
310,DUKOVANY-3,Dukovany-3,Dukovany,49.0886,16.1488,Czechia,CZ,Operational,PWR,VVER V-213,1979-03-01,1986-12-20,,420,CEZ,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/dukovany-3
311,DUKOVANY-4,Dukovany-4,Dukovany,49.0883,16.1486,Czechia,CZ,Operational,PWR,VVER V-213,1979-03-01,1987-07-19,,420,CEZ,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/dukovany-4
315,TEMELIN-1,Temelin-1,Temelin,49.1812,14.3771,Czechia,CZ,Operational,PWR,VVER V-320,1987-02-01,2002-06-10,,1027,CEZ,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/temelin-1
316,TEMELIN-2,Temelin-2,Temelin,49.1807,14.3769,Czechia,CZ,Operational,PWR,VVER V-320,1987-02-01,2003-04-18,,1029,CEZ,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/temelin-2
317,EL DABAA-1,El Dabaa-1,El Dabaa,31.04414665,28.50186937,Egypt,EG,Under Construction,PWR,VVER-1200/V-529,2022-07-20,,,1100,Nuclear Power Plants Authority,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/el-dabaa-1
318,EL DABAA-2,El Dabaa-2,El Dabaa,31.04514665,28.50186937,Egypt,EG,Under Construction,PWR,VVER-1200/V-529,2022-11-19,,,1100,Nuclear Power Plants Authority,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/el-dabaa-2
319,EL DABAA-3,El Dabaa-3,El Dabaa,31.04514665,28.50186942,Egypt,EG,Under Construction,PWR,VVER-1200/V-529,2023-05-03,,,1100,Nuclear Power Plants Authority,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/el-dabaa-3
320,EL DABAA-4,El Dabaa-4,El Dabaa,31.04516,28.50186942,Egypt,EG,Under Construction,PWR,VVER-1200/V-529,2024-01-23,,,1100,Nuclear Power Plants Authority,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/el-dabaa-4
321,LOVIISA-1,Loviisa-1,Loviisa,60.3715,26.3423,Finland,FI,Operational,PWR,VVER V-213,1971-05-01,1977-05-09,,420,Fortum Power And Heat Oy (Former Ivo),2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/loviisa-1
322,LOVIISA-2,Loviisa-2,Loviisa,60.3714,26.3429,Finland,FI,Operational,PWR,VVER V-213,1972-08-01,1981-01-05,,420,Fortum Power And Heat Oy (Former Ivo),2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/loviisa-2
323,OLKILUOTO-1,Olkiluoto-1,Olkiluoto,61.2354,21.444,Finland,FI,Operational,BWR,"ABB-III, BWR-2500",1974-02-01,1979-10-10,,660,Teollisuuden Voima Oyj,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/olkiluoto-1
324,OLKILUOTO-2,Olkiluoto-2,Olkiluoto,61.2354,21.445,Finland,FI,Operational,BWR,"ABB-III, BWR-2500",1975-11-01,1982-07-10,,660,Teollisuuden Voima Oyj,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/olkiluoto-2
325,OLKILUOTO-3,Olkiluoto-3,Olkiluoto,61.2344,21.4353,Finland,FI,Operational,PWR,EPR,2005-08-12,2023-04-16,,1600,Teollisuuden Voima Oyj,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/olkiluoto-3
326,BELLEVILLE-1,Belleville-1,Belleville,47.5105,2.87116,France,FR,Operational,PWR,P4 REP 1300,1980-05-01,1988-06-01,,1310,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/belleville-1
327,BELLEVILLE-2,Belleville-2,Belleville,47.51,2.87123,France,FR,Operational,PWR,P4 REP 1300,1980-08-01,1989-01-01,,1310,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/belleville-2
328,BLAYAIS-1,Blayais-1,Blayais,45.2562,-0.691293,France,FR,Operational,PWR,CP1,1977-01-01,1981-12-01,,910,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/blayais-1
329,BLAYAIS-2,Blayais-2,Blayais,45.2561,-0.690765,France,FR,Operational,PWR,CP1,1977-01-01,1983-02-01,,910,EDF,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/blayais-2
